COD_ACM,NUMERO_ORIGINAL_SNC,NoPredial,Nombre,DOCUMENTO,Direccion,MatriculaInmobiliaria_ACM,Base Nueva IGAC 20260612
254730000000000050907912010075,0,0000000000050907912010075,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 191 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145800,PENDIENTE RECIBO
254730000000000050907912010076,0,0000000000050907912010076,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 192 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145801,PENDIENTE RECIBO
254730000000000050907912010078,0,0000000000050907912010078,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 194 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145803,PENDIENTE RECIBO
254730000000000050907912010080,0,0000000000050907912010080,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 196 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145805,PENDIENTE RECIBO
254730000000000050907912010081,0,0000000000050907912010081,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 197 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145806,PENDIENTE RECIBO
254730000000000050907912010082,0,0000000000050907912010082,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 198 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145807,PENDIENTE RECIBO
254730000000000050907912010083,0,0000000000050907912010083,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 199 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145808,PENDIENTE RECIBO
254730000000000050907912010084,0,0000000000050907912010084,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 200 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145809,PENDIENTE RECIBO
254730000000000050907912010085,0,0000000000050907912010085,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 201 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145810,PENDIENTE RECIBO
254730000000000050907912010086,0,0000000000050907912010086,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 202 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145811,PENDIENTE RECIBO
254730000000000050907912010087,0,0000000000050907912010087,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 203 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145812,PENDIENTE RECIBO
254730000000000050907912010088,0,0000000000050907912010088,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 204 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145813,PENDIENTE RECIBO
254730000000000050907912010089,0,0000000000050907912010089,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 205 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145814,PENDIENTE RECIBO
254730000000000050907912010091,0,0000000000050907912010091,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 207 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145816,PENDIENTE RECIBO
254730000000000050907912010093,0,0000000000050907912010093,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 209 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145818,PENDIENTE RECIBO
254730000000000050907912010094,0,0000000000050907912010094,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 210 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145819,PENDIENTE RECIBO
254730000000000050907912010096,0,0000000000050907912010096,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 212 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145821,PENDIENTE RECIBO
254730000000000050907912010097,0,0000000000050907912010097,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 213 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145822,PENDIENTE RECIBO
254730000000000050907912010098,0,0000000000050907912010098,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 214 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145823,PENDIENTE RECIBO
254730000000000050907912010099,0,0000000000050907912010099,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 215 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145824,PENDIENTE RECIBO
254730000000000050907912010100,0,0000000000050907912010100,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 216 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145825,PENDIENTE RECIBO
254730000000000050907912010101,0,0000000000050907912010101,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 217 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145826,PENDIENTE RECIBO
254730000000000050907912010103,0,0000000000050907912010103,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 219 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145828,PENDIENTE RECIBO
254730000000000050907912010104,0,0000000000050907912010104,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 220 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145829,PENDIENTE RECIBO
254730000000000050907912010106,0,0000000000050907912010106,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 222 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145831,PENDIENTE RECIBO
254730000000000050907912010107,0,0000000000050907912010107,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 223 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145832,PENDIENTE RECIBO
254730000000000050907912010108,0,0000000000050907912010108,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 224 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145833,PENDIENTE RECIBO
254730000000000050907912010109,0,0000000000050907912010109,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 225 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145834,PENDIENTE RECIBO
254730000000000050907912010111,0,0000000000050907912010111,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 227 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145836,PENDIENTE RECIBO
254730000000000050907912010113,0,0000000000050907912010113,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 229 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145838,PENDIENTE RECIBO
254730000000000050907912010114,0,0000000000050907912010114,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 230 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145839,PENDIENTE RECIBO
254730000000000050907912010116,0,0000000000050907912010116,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 232 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145841,PENDIENTE RECIBO
254730000000000050907912010117,0,0000000000050907912010117,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 233 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145842,PENDIENTE RECIBO
254730000000000050907912010118,0,0000000000050907912010118,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 234 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145843,PENDIENTE RECIBO
254730000000000050907912010119,0,0000000000050907912010119,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 235 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145844,PENDIENTE RECIBO
254730000000000050907912010122,0,0000000000050907912010122,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 238 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145847,PENDIENTE RECIBO
254730000000000050907912010123,0,0000000000050907912010123,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 239 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145848,PENDIENTE RECIBO
254730000000000050907912010124,0,0000000000050907912010124,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 240 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145849,PENDIENTE RECIBO
254730000000000050907912010125,0,0000000000050907912010125,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 241 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145850,PENDIENTE RECIBO
254730000000000050907912010126,0,0000000000050907912010126,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 242 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145851,PENDIENTE RECIBO
254730000000000050907912010127,0,0000000000050907912010127,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 243 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145852,PENDIENTE RECIBO
254730000000000050907912010129,0,0000000000050907912010129,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 245 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145854,PENDIENTE RECIBO
254730000000000050907912010130,0,0000000000050907912010130,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 246 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145855,PENDIENTE RECIBO
254730000000000050907912010132,0,0000000000050907912010132,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 248 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145857,PENDIENTE RECIBO
254730000000000050907912010133,0,0000000000050907912010133,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 249 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145858,PENDIENTE RECIBO
254730000000000050907912010134,0,0000000000050907912010134,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 250 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145859,PENDIENTE RECIBO
254730000000000050907912010135,0,0000000000050907912010135,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 251 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145860,PENDIENTE RECIBO
254730000000000050907912010137,0,0000000000050907912010137,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 253 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145862,PENDIENTE RECIBO
254730000000000050907912010138,0,0000000000050907912010138,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 254 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145863,PENDIENTE RECIBO
254730000000000050907912010139,0,0000000000050907912010139,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 255 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145864,PENDIENTE RECIBO
254730000000000050907912010140,0,0000000000050907912010140,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 256 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145865,PENDIENTE RECIBO
254730000000000050907912010142,0,0000000000050907912010142,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 258 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145867,PENDIENTE RECIBO
254730000000000050907912010143,0,0000000000050907912010143,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 259 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145868,PENDIENTE RECIBO
254730000000000050907912010144,0,0000000000050907912010144,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 260 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145869,PENDIENTE RECIBO
254730000000000050907912010145,0,0000000000050907912010145,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 261 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145870,PENDIENTE RECIBO
254730000000000050907912010148,0,0000000000050907912010148,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 264 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145873,PENDIENTE RECIBO
254730000000000050907912010149,0,0000000000050907912010149,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 265 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145874,PENDIENTE RECIBO
254730000000000050907912010150,0,0000000000050907912010150,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 266 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145875,PENDIENTE RECIBO
254730000000000050907912010151,0,0000000000050907912010151,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 267 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145876,PENDIENTE RECIBO
254730000000000050907912010152,0,0000000000050907912010152,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 268 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145877,PENDIENTE RECIBO
254730000000000050907912010153,0,0000000000050907912010153,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 269 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145878,PENDIENTE RECIBO
254730000000000050907912010156,0,0000000000050907912010156,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 272 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145881,PENDIENTE RECIBO
254730000000000050907912010158,0,0000000000050907912010158,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 274 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145883,PENDIENTE RECIBO
254730000000000050907912010159,0,0000000000050907912010159,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 275 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145884,PENDIENTE RECIBO
254730000000000050907912010160,0,0000000000050907912010160,FIDUCIARIA COLMENA S A,860501448-6,C 17 S 6 22 DEPOSITO 276 CONJUNTO DE USO MIXTO GUAYACAN DE NOVATERRA,050C-2145885,PENDIENTE RECIBO
254730000000000050907913010001,0,0000000000050907913010001,FIDUCIARIA COLMENA SA,830054090-6,C 17 S 6 22 DEPOSITO 283,050C-2097219,PENDIENTE RECIBO
254730000000000050908900006831,254730000000000050908900006831,0000000000050908900006831,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 1 ROBLE PH,050C-2080611,PENDIENTE RECIBO
254730000000000050908900006832,254730000000000050908900006832,0000000000050908900006832,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 2 ROBLE PH,050C-2080612,PENDIENTE RECIBO
254730000000000050908900006833,254730000000000050908900006833,0000000000050908900006833,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 3 ROBLE PH,050C-2080613,PENDIENTE RECIBO
254730000000000050908900006834,254730000000000050908900006834,0000000000050908900006834,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 4 ROBLE PH,050C-2080614,PENDIENTE RECIBO
254730000000000050908900006835,254730000000000050908900006835,0000000000050908900006835,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 5 ROBLE PH,050C-2080615,PENDIENTE RECIBO
254730000000000050908900006836,254730000000000050908900006836,0000000000050908900006836,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 6 ROBLE PH,050C-2080616,PENDIENTE RECIBO
254730000000000050908900006837,254730000000000050908900006837,0000000000050908900006837,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 7 ROBLE PH,050C-2080617,PENDIENTE RECIBO
254730000000000050908900006838,254730000000000050908900006838,0000000000050908900006838,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 8 ROBLE PH,050C-2080618,PENDIENTE RECIBO
254730000000000050908900006839,254730000000000050908900006839,0000000000050908900006839,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 9 ROBLE PH,050C-2080619,PENDIENTE RECIBO
254730000000000050908900006840,254730000000000050908900006840,0000000000050908900006840,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 10 ROBLE PH,050C-2080620,PENDIENTE RECIBO
254730000000000050908900006841,254730000000000050908900006841,0000000000050908900006841,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 11 ROBLE PH,050C-2080621,PENDIENTE RECIBO
254730000000000050908900006842,254730000000000050908900006842,0000000000050908900006842,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 12 ROBLE PH,050C-2080622,PENDIENTE RECIBO
254730000000000050908900006843,254730000000000050908900006843,0000000000050908900006843,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 13 ROBLE PH,050C-2080623,PENDIENTE RECIBO
254730000000000050908900006844,254730000000000050908900006844,0000000000050908900006844,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 14 ROBLE PH,050C-2080624,PENDIENTE RECIBO
254730000000000050908900006845,254730000000000050908900006845,0000000000050908900006845,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 15 ROBLE PH,050C-2080625,PENDIENTE RECIBO
254730000000000050908900006846,254730000000000050908900006846,0000000000050908900006846,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 16 ROBLE PH,050C-2080626,PENDIENTE RECIBO
254730000000000050908900006847,254730000000000050908900006847,0000000000050908900006847,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 17 ROBLE PH,050C-2080627,PENDIENTE RECIBO
254730000000000050908900006848,254730000000000050908900006848,0000000000050908900006848,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 18 ROBLE PH,050C-2080628,PENDIENTE RECIBO
254730000000000050908900006849,254730000000000050908900006849,0000000000050908900006849,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 19 ROBLE PH,050C-2080629,PENDIENTE RECIBO
254730000000000050908900006850,254730000000000050908900006850,0000000000050908900006850,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 20 ROBLE PH,050C-2080630,PENDIENTE RECIBO
254730000000000050908900006851,254730000000000050908900006851,0000000000050908900006851,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 21 ROBLE PH,050C-2080631,PENDIENTE RECIBO
254730000000000050908900006852,254730000000000050908900006852,0000000000050908900006852,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 22 ROBLE PH,050C-2080632,PENDIENTE RECIBO
254730000000000050908900006853,254730000000000050908900006853,0000000000050908900006853,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 23 ROBLE PH,050C-2080633,PENDIENTE RECIBO
254730000000000050908900006854,254730000000000050908900006854,0000000000050908900006854,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 24 ROBLE PH,050C-2080634,PENDIENTE RECIBO
254730000000000050908900006855,254730000000000050908900006855,0000000000050908900006855,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 25 ROBLE PH,050C-2080635,PENDIENTE RECIBO
254730000000000050908900006856,254730000000000050908900006856,0000000000050908900006856,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 26 ROBLE PH,050C-2080636,PENDIENTE RECIBO
254730000000000050908900006857,254730000000000050908900006857,0000000000050908900006857,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 27 ROBLE PH,050C-2080637,PENDIENTE RECIBO
254730000000000050908900006858,254730000000000050908900006858,0000000000050908900006858,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 28 ROBLE PH,050C-2080638,PENDIENTE RECIBO
254730000000000050908900006859,254730000000000050908900006859,0000000000050908900006859,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 29 ROBLE PH,050C-2080639,PENDIENTE RECIBO
254730000000000050908900006860,254730000000000050908900006860,0000000000050908900006860,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 30 ROBLE PH,050C-2080640,PENDIENTE RECIBO
254730000000000050908900006861,254730000000000050908900006861,0000000000050908900006861,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 31 ROBLE PH,050C-2080641,PENDIENTE RECIBO
254730000000000050908900006862,254730000000000050908900006862,0000000000050908900006862,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 32 ROBLE PH,050C-2080642,PENDIENTE RECIBO
254730000000000050908900006863,254730000000000050908900006863,0000000000050908900006863,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 33 ROBLE PH,050C-2080643,PENDIENTE RECIBO
254730000000000050908900006864,254730000000000050908900006864,0000000000050908900006864,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 34 ROBLE PH,050C-2080644,PENDIENTE RECIBO
254730000000000050908900006865,254730000000000050908900006865,0000000000050908900006865,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 35 ROBLE PH,050C-2080645,PENDIENTE RECIBO
254730000000000050908900006866,254730000000000050908900006866,0000000000050908900006866,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 36 ROBLE PH,050C-2080646,PENDIENTE RECIBO
254730000000000050908900006867,254730000000000050908900006867,0000000000050908900006867,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 37 ROBLE PH,050C-2080647,PENDIENTE RECIBO
254730000000000050908900006868,254730000000000050908900006868,0000000000050908900006868,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 38 ROBLE PH,050C-2080648,PENDIENTE RECIBO
254730000000000050908900006869,254730000000000050908900006869,0000000000050908900006869,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 39 ROBLE PH,050C-2080649,PENDIENTE RECIBO
254730000000000050908900006870,254730000000000050908900006870,0000000000050908900006870,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 40 ROBLE PH,050C-2080650,PENDIENTE RECIBO
254730000000000050908900006871,254730000000000050908900006871,0000000000050908900006871,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 41 ROBLE PH,050C-2080651,PENDIENTE RECIBO
254730000000000050908900006872,254730000000000050908900006872,0000000000050908900006872,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 42 ROBLE PH,050C-2080652,PENDIENTE RECIBO
254730000000000050908900006873,254730000000000050908900006873,0000000000050908900006873,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 43 ROBLE PH,050C-2080653,PENDIENTE RECIBO
254730000000000050908900006874,254730000000000050908900006874,0000000000050908900006874,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 44 ROBLE PH,050C-2080654,PENDIENTE RECIBO
254730000000000050908900006875,254730000000000050908900006875,0000000000050908900006875,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 45 ROBLE PH,050C-2080655,PENDIENTE RECIBO
254730000000000050908900006876,254730000000000050908900006876,0000000000050908900006876,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 46 ROBLE PH,050C-2080656,PENDIENTE RECIBO
254730000000000050908900006877,254730000000000050908900006877,0000000000050908900006877,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 47 ROBLE PH,050C-2080657,PENDIENTE RECIBO
254730000000000050908900006878,254730000000000050908900006878,0000000000050908900006878,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 48 ROBLE PH,050C-2080658,PENDIENTE RECIBO
254730000000000050908900006879,254730000000000050908900006879,0000000000050908900006879,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 50 ROBLE PH,050C-2080660,PENDIENTE RECIBO
254730000000000050908900006880,254730000000000050908900006880,0000000000050908900006880,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 51 ROBLE PH,050C-2080661,PENDIENTE RECIBO
254730000000000050908900006881,254730000000000050908900006881,0000000000050908900006881,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 52 ROBLE PH,050C-2080662,PENDIENTE RECIBO
254730000000000050908900006882,254730000000000050908900006882,0000000000050908900006882,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 53 ROBLE PH,050C-2080663,PENDIENTE RECIBO
254730000000000050908900006883,254730000000000050908900006883,0000000000050908900006883,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 54 ROBLE PH,050C-2080664,PENDIENTE RECIBO
254730000000000050908900006884,254730000000000050908900006884,0000000000050908900006884,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 55 ROBLE PH,050C-2080665,PENDIENTE RECIBO
254730000000000050908900006885,254730000000000050908900006885,0000000000050908900006885,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 56 ROBLE PH,050C-2080666,PENDIENTE RECIBO
254730000000000050908900006886,254730000000000050908900006886,0000000000050908900006886,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 57 ROBLE PH,050C-2080667,PENDIENTE RECIBO
254730000000000050908900006887,254730000000000050908900006887,0000000000050908900006887,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 58 ROBLE PH,050C-2080668,PENDIENTE RECIBO
254730000000000050908900006888,254730000000000050908900006888,0000000000050908900006888,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 59 ROBLE PH,050C-2080669,PENDIENTE RECIBO
254730000000000050908900006889,254730000000000050908900006889,0000000000050908900006889,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 60 ROBLE PH,050C-2080670,PENDIENTE RECIBO
254730000000000050908900006890,254730000000000050908900006890,0000000000050908900006890,FIDUCIARIA BOGOTA S A,8300558977,C 17 Sur 7 58 Pq 61 ROBLE PH,050C-2080671,PENDIENTE RECIBO
